t,step,drone_x,drone_y,drone_z,dog0_x,dog0_y,dog0_z,dog1_x,dog1_y,dog1_z,target_x,target_y,target_z
1.4997,30,0.3696,0.0000,2.8122,1.2043,0.0271,0.3172,-1.1167,-0.0250,0.3864,1.4997,0.0000,3.0000
1.5497,31,0.3696,0.0000,2.8122,1.2043,0.0271,0.3172,-1.1167,-0.0250,0.3864,1.5497,0.0000,3.0000
1.5997,32,0.4127,0.0000,2.8317,1.2044,0.0279,0.3159,-1.1025,-0.0273,0.3857,1.5997,0.0000,3.0000
1.6497,33,0.4127,0.0000,2.8317,1.2044,0.0279,0.3159,-1.1025,-0.0273,0.3857,1.6497,0.0000,3.0000
1.6997,34,0.4577,0.0000,2.8497,1.2053,0.0283,0.3133,-1.0877,-0.0295,0.3847,1.6997,0.0000,3.0000
1.7497,35,0.5045,0.0000,2.8663,1.2068,0.0282,0.3106,-1.0720,-0.0317,0.3835,1.7497,0.0000,3.0000
1.7996,36,0.5530,0.0000,2.8815,1.2086,0.0279,0.3088,-1.0552,-0.0339,0.3820,1.7996,0.0000,3.0000
1.8497,37,0.5530,0.0000,2.8815,1.2086,0.0279,0.3088,-1.0552,-0.0339,0.3820,1.8497,0.0000,3.0000
1.8997,38,0.6030,0.0000,2.8953,1.2110,0.0280,0.3070,-1.0372,-0.0363,0.3809,1.8997,0.0000,3.0000
1.9496,39,0.6545,0.0000,2.9079,1.2144,0.0293,0.3042,-1.0183,-0.0387,0.3809,1.9496,0.0000,3.0000
1.9997,40,0.6545,0.0000,2.9079,1.2144,0.0293,0.3042,-1.0183,-0.0387,0.3809,1.9997,0.0000,3.0000
2.0497,41,0.7074,0.0000,2.9194,1.2193,0.0319,0.3001,-0.9980,-0.0408,0.3808,2.0497,0.0000,3.0000
2.0996,42,0.7616,0.0000,2.9298,1.2251,0.0345,0.2944,-0.9772,-0.0428,0.3787,2.0996,0.0000,3.0000
2.1497,43,0.7616,0.0000,2.9298,1.2251,0.0345,0.2944,-0.9772,-0.0428,0.3787,2.1497,0.0000,3.0000
2.1997,44,0.8170,0.0000,2.9392,1.2315,0.0366,0.2880,-0.9564,-0.0444,0.3759,2.1997,0.0000,3.0000
2.2496,45,0.8735,0.0000,2.9477,1.2396,0.0386,0.2831,-0.9357,-0.0458,0.3734,2.2496,0.0000,3.0000
2.2998,46,0.8735,0.0000,2.9477,1.2396,0.0386,0.2831,-0.9357,-0.0458,0.3734,2.2998,0.0000,3.0000
2.3497,47,0.9312,0.0000,2.9554,1.2497,0.0418,0.2819,-0.9148,-0.0470,0.3710,2.3497,0.0000,3.0000
2.3996,48,0.9899,0.0000,2.9622,1.2615,0.0456,0.2844,-0.8931,-0.0478,0.3686,2.3996,0.0000,3.0000
2.4497,49,0.9899,0.0000,2.9622,1.2615,0.0456,0.2844,-0.8931,-0.0478,0.3686,2.4497,0.0000,3.0000
2.4997,50,1.0495,0.0000,2.9684,1.2745,0.0501,0.2885,-0.8705,-0.0482,0.3663,2.4997,0.0000,3.0000
2.5496,51,1.1101,0.0000,2.9740,1.2882,0.0542,0.2924,-0.8468,-0.0484,0.3640,2.5496,0.0000,3.0000
2.5997,52,1.1101,0.0000,2.9740,1.2882,0.0542,0.2924,-0.8468,-0.0484,0.3640,2.5997,0.0000,3.0000
2.6496,53,1.1716,0.0000,2.9790,1.3024,0.0572,0.2964,-0.8222,-0.0482,0.3622,2.6496,0.0000,3.0000
2.6997,54,1.1716,0.0000,2.9790,1.3024,0.0572,0.2964,-0.8222,-0.0482,0.3622,2.6997,0.0000,3.0000
2.7498,55,1.2339,0.0000,2.9834,1.3169,0.0595,0.3019,-0.7971,-0.0476,0.3624,2.7498,0.0000,3.0000
2.7997,56,1.2969,0.0000,2.9874,1.3315,0.0615,0.3094,-0.7722,-0.0470,0.3640,2.7997,0.0000,3.0000
2.8497,57,1.2969,0.0000,2.9874,1.3315,0.0615,0.3094,-0.7722,-0.0470,0.3640,2.8497,0.0000,3.0000
2.8997,58,1.3607,0.0000,2.9910,1.3463,0.0629,0.3177,-0.7473,-0.0464,0.3656,2.8997,0.0000,3.0000
2.9496,59,1.4255,0.0000,2.9941,1.3607,0.0647,0.3260,-0.7225,-0.0459,0.3672,2.9496,0.0000,3.0000
2.9997,60,1.4255,0.0000,2.9941,1.3607,0.0647,0.3260,-0.7225,-0.0459,0.3672,2.9997,0.0000,3.0000
3.0497,61,1.4912,0.0000,2.9969,1.3749,0.0666,0.3321,-0.6976,-0.0455,0.3686,3.0497,0.0000,3.0000
3.0996,62,1.5576,0.0000,2.9995,1.3899,0.0680,0.3362,-0.6723,-0.0452,0.3698,3.0996,0.0000,3.0000
3.1498,63,1.5576,0.0000,2.9995,1.3899,0.0680,0.3362,-0.6723,-0.0452,0.3698,3.1498,0.0000,3.0000
3.1996,64,1.6248,0.0000,3.0017,1.4058,0.0696,0.3387,-0.6463,-0.0447,0.3708,3.1996,0.0000,3.0000
3.2497,65,1.6248,0.0000,3.0017,1.4058,0.0696,0.3387,-0.6463,-0.0447,0.3708,3.2497,0.0000,3.0000
3.2997,66,1.6926,0.0000,3.0037,1.4224,0.0703,0.3387,-0.6198,-0.0441,0.3718,3.2997,0.0000,3.0000
3.3496,67,1.7612,0.0000,3.0054,1.4391,0.0711,0.3365,-0.5924,-0.0435,0.3726,3.3496,0.0000,3.0000
3.3997,68,1.7612,0.0000,3.0054,1.4391,0.0711,0.3365,-0.5924,-0.0435,0.3726,3.3997,0.0000,3.0000
3.4497,69,1.8306,0.0000,3.0070,1.4560,0.0740,0.3335,-0.5639,-0.0430,0.3734,3.4497,0.0000,3.0000
3.4998,70,1.8306,0.0000,3.0070,1.4560,0.0740,0.3335,-0.5639,-0.0430,0.3734,3.4998,0.0000,3.0000
3.5498,71,1.9006,0.0000,3.0083,1.4743,0.0779,0.3331,-0.5352,-0.0424,0.3733,3.5498,0.0000,3.0000
3.5997,72,1.9713,0.0000,3.0096,1.4925,0.0828,0.3345,-0.5066,-0.0419,0.3716,3.5997,0.0000,3.0000
3.6497,73,1.9713,0.0000,3.0096,1.4925,0.0828,0.3345,-0.5066,-0.0419,0.3716,3.6497,0.0000,3.0000
3.6997,74,2.0423,0.0000,3.0106,1.5098,0.0877,0.3365,-0.4785,-0.0412,0.3704,3.6997,0.0000,3.0000
3.7497,75,2.0423,0.0000,3.0106,1.5098,0.0877,0.3365,-0.4785,-0.0412,0.3704,3.7497,0.0000,3.0000
3.7997,76,2.1140,0.0000,3.0116,1.5257,0.0916,0.3382,-0.4509,-0.0408,0.3697,3.7997,0.0000,3.0000
3.8496,77,2.1861,-0.0000,3.0124,1.5394,0.0944,0.3404,-0.4236,-0.0403,0.3693,3.8496,0.0000,3.0000
3.8998,78,2.1861,-0.0000,3.0124,1.5394,0.0944,0.3404,-0.4236,-0.0403,0.3693,3.8998,0.0000,3.0000
3.9497,79,2.2585,-0.0000,3.0131,1.5510,0.0971,0.3435,-0.3962,-0.0396,0.3692,3.9497,0.0000,3.0000
3.9996,80,2.3311,-0.0000,3.0138,1.5618,0.0991,0.3479,-0.3686,-0.0389,0.3690,3.9996,0.0000,3.0000
4.0497,81,2.3311,-0.0000,3.0138,1.5618,0.0991,0.3479,-0.3686,-0.0389,0.3690,4.0497,0.0000,3.0000
4.0997,82,2.4039,-0.0000,3.0143,1.5724,0.1007,0.3514,-0.3403,-0.0382,0.3690,4.0997,0.0000,3.0000
4.1497,83,2.4039,-0.0000,3.0143,1.5724,0.1007,0.3514,-0.3403,-0.0382,0.3690,4.1497,0.0000,3.0000
4.1997,84,2.4768,-0.0000,3.0148,1.5834,0.1020,0.3519,-0.3114,-0.0375,0.3692,4.1997,0.0000,3.0000
4.2498,85,2.5498,-0.0000,3.0153,1.5939,0.1025,0.3494,-0.2817,-0.0367,0.3699,4.2498,0.0000,3.0000
4.2997,86,2.5498,-0.0000,3.0153,1.5939,0.1025,0.3494,-0.2817,-0.0367,0.3699,4.2997,0.0000,3.0000
4.3497,87,2.6229,-0.0000,3.0156,1.6022,0.1023,0.3470,-0.2526,-0.0359,0.3719,4.3497,0.0000,3.0000
4.3997,88,2.6229,-0.0000,3.0156,1.6022,0.1023,0.3470,-0.2526,-0.0359,0.3719,4.3997,0.0000,3.0000
4.4497,89,2.6961,-0.0000,3.0160,1.6095,0.1025,0.3472,-0.2245,-0.0354,0.3746,4.4497,0.0000,3.0000
4.4996,90,2.7693,0.0000,3.0162,1.6164,0.1029,0.3502,-0.1968,-0.0349,0.3773,4.4996,0.0000,3.0000
4.5497,91,2.7693,0.0000,3.0162,1.6164,0.1029,0.3502,-0.1968,-0.0349,0.3773,4.5497,0.0000,3.0000
4.5997,92,2.8426,0.0000,3.0165,1.6229,0.1033,0.3538,-0.1692,-0.0344,0.3798,4.5997,0.0000,3.0000
4.6497,93,2.8426,0.0000,3.0165,1.6229,0.1033,0.3538,-0.1692,-0.0344,0.3798,4.6497,0.0000,3.0000
4.6997,94,2.9158,0.0000,3.0167,1.6297,0.1039,0.3576,-0.1414,-0.0340,0.3817,4.6997,0.0000,3.0000
4.7496,95,2.9891,0.0000,3.0169,1.6373,0.1050,0.3619,-0.1132,-0.0338,0.3832,4.7496,0.0000,3.0000
4.7997,96,2.9891,0.0000,3.0169,1.6373,0.1050,0.3619,-0.1132,-0.0338,0.3832,4.7997,0.0000,3.0000
4.8497,97,3.0624,0.0000,3.0170,1.6456,0.1066,0.3661,-0.0845,-0.0337,0.3844,4.8497,0.0000,3.0000
4.8997,98,3.0624,0.0000,3.0170,1.6456,0.1066,0.3661,-0.0845,-0.0337,0.3844,4.8997,0.0000,3.0000
4.9497,99,3.1357,0.0000,3.0172,1.6548,0.1084,0.3693,-0.0551,-0.0336,0.3855,4.9497,0.0000,3.0000
4.9997,100,3.2090,0.0000,3.0173,1.6647,0.1101,0.3713,-0.0248,-0.0335,0.3866,4.9997,0.0000,3.0000
5.0497,101,3.2090,0.0000,3.0173,1.6647,0.1101,0.3713,-0.0248,-0.0335,0.3866,5.0497,0.0000,3.0000
5.0997,102,3.2823,0.0000,3.0173,1.6750,0.1121,0.3713,0.0055,-0.0336,0.3868,5.0997,0.0000,3.0000
5.1496,103,3.3556,0.0000,3.0174,1.6856,0.1145,0.3701,0.0358,-0.0336,0.3854,5.1496,0.0000,3.0000
5.1997,104,3.3556,0.0000,3.0174,1.6856,0.1145,0.3701,0.0358,-0.0336,0.3854,5.1997,0.0000,3.0000
5.2497,105,3.4290,0.0000,3.0175,1.6963,0.1171,0.3685,0.0658,-0.0336,0.3836,5.2497,0.0000,3.0000
5.2997,106,3.4290,0.0000,3.0175,1.6963,0.1171,0.3685,0.0658,-0.0336,0.3836,5.2997,0.0000,3.0000
5.3498,107,3.5023,0.0000,3.0175,1.7071,0.1202,0.3669,0.0949,-0.0339,0.3827,5.3498,0.0000,3.0000
5.3997,108,3.5756,0.0000,3.0176,1.7183,0.1237,0.3659,0.1237,-0.0341,0.3822,5.3997,0.0000,3.0000
5.4497,109,3.5756,0.0000,3.0176,1.7183,0.1237,0.3659,0.1237,-0.0341,0.3822,5.4497,0.0000,3.0000
5.4998,110,3.6490,0.0000,3.0176,1.7301,0.1276,0.3655,0.1523,-0.0344,0.3820,5.4998,0.0000,3.0000
5.5496,111,3.7223,0.0000,3.0176,1.7424,0.1318,0.3654,0.1813,-0.0346,0.3818,5.5496,0.0000,3.0000
5.5997,112,3.7223,0.0000,3.0176,1.7424,0.1318,0.3654,0.1813,-0.0346,0.3818,5.5997,0.0000,3.0000
5.6497,113,3.7956,0.0000,3.0176,1.7553,0.1361,0.3655,0.2108,-0.0349,0.3818,5.6497,0.0000,3.0000
5.6998,114,3.7956,0.0000,3.0176,1.7553,0.1361,0.3655,0.2108,-0.0349,0.3818,5.6998,0.0000,3.0000
5.7497,115,3.8689,0.0000,3.0176,1.7687,0.1404,0.3656,0.2409,-0.0354,0.3819,5.7497,0.0000,3.0000
5.7997,116,3.9423,0.0000,3.0176,1.7829,0.1445,0.3652,0.2714,-0.0359,0.3815,5.7997,0.0000,3.0000
5.8497,117,3.9423,0.0000,3.0176,1.7829,0.1445,0.3652,0.2714,-0.0359,0.3815,5.8497,0.0000,3.0000
5.8998,118,4.0156,0.0000,3.0176,1.7976,0.1483,0.3639,0.3010,-0.0363,0.3817,5.8998,0.0000,3.0000
5.9497,119,4.0156,0.0000,3.0176,1.8135,0.1522,0.3617,0.3291,-0.0368,0.3831,5.9497,0.0000,3.0000
5.9998,120,4.0889,0.0000,3.0176,1.8135,0.1522,0.3617,0.3291,-0.0368,0.3831,5.9998,0.0000,3.0000
6.0496,121,4.1623,0.0000,3.0176,1.8301,0.1558,0.3598,0.3568,-0.0371,0.3844,6.0496,0.0000,3.0000
6.0997,122,4.1623,0.0000,3.0176,1.8301,0.1558,0.3598,0.3568,-0.0371,0.3844,6.0997,0.0000,3.0000
6.1497,123,4.2356,0.0000,3.0175,1.8476,0.1591,0.3588,0.3844,-0.0373,0.3857,6.1497,0.0000,3.0000
6.1996,124,4.2356,0.0000,3.0175,1.8657,0.1623,0.3582,0.3844,-0.0373,0.3857,6.1996,0.0000,3.0000
6.2497,125,4.3089,0.0000,3.0175,1.8657,0.1623,0.3582,0.4121,-0.0373,0.3869,6.2497,0.0000,3.0000
6.2997,126,4.3823,0.0000,3.0175,1.8842,0.1656,0.3572,0.4403,-0.0373,0.3879,6.2997,0.0000,3.0000
6.3497,127,4.3823,0.0000,3.0175,1.8842,0.1656,0.3572,0.4403,-0.0373,0.3879,6.3497,0.0000,3.0000
6.3997,128,4.4556,0.0000,3.0175,1.9026,0.1690,0.3563,0.4692,-0.0373,0.3886,6.3997,0.0000,3.0000
6.4496,129,4.5289,0.0000,3.0174,1.9215,0.1726,0.3555,0.4990,-0.0373,0.3889,6.4496,0.0000,3.0000
6.4997,130,4.5289,0.0000,3.0174,1.9215,0.1726,0.3555,0.4990,-0.0373,0.3889,6.4997,0.0000,3.0000
6.5497,131,4.6023,0.0000,3.0174,1.9416,0.1763,0.3547,0.5297,-0.0372,0.3883,6.5497,0.0000,3.0000
6.5997,132,4.6023,0.0000,3.0174,1.9416,0.1763,0.3547,0.5297,-0.0372,0.3883,6.5997,0.0000,3.0000
6.6497,133,4.6756,0.0000,3.0174,1.9631,0.1799,0.3538,0.5602,-0.0370,0.3868,6.6497,0.0000,3.0000
6.6997,134,4.6756,0.0000,3.0174,1.9631,0.1799,0.3538,0.5602,-0.0370,0.3868,6.6997,0.0000,3.0000
6.7497,135,4.7489,0.0000,3.0173,1.9863,0.1831,0.3533,0.5904,-0.0368,0.3845,6.7497,0.0000,3.0000
6.7996,136,4.8223,0.0000,3.0173,2.0109,0.1862,0.3535,0.6198,-0.0369,0.3831,6.7996,0.0000,3.0000
6.8497,137,4.8223,0.0000,3.0173,2.0109,0.1862,0.3535,0.6198,-0.0369,0.3831,6.8497,0.0000,3.0000
6.8997,138,4.8956,0.0000,3.0173,2.0365,0.1895,0.3539,0.6488,-0.0371,0.3821,6.8997,0.0000,3.0000
6.9497,139,4.8956,0.0000,3.0173,2.0365,0.1895,0.3539,0.6488,-0.0371,0.3821,6.9497,0.0000,3.0000
6.9997,140,4.9689,0.0000,3.0172,2.0622,0.1928,0.3543,0.6776,-0.0375,0.3814,6.9997,0.0000,3.0000
7.0496,141,5.0423,0.0000,3.0172,2.0879,0.1955,0.3547,0.7066,-0.0378,0.3807,7.0496,0.0000,3.0000
7.0997,142,5.0423,0.0000,3.0172,2.0879,0.1955,0.3547,0.7066,-0.0378,0.3807,7.0997,0.0000,3.0000
7.1497,143,5.1156,0.0000,3.0171,2.1138,0.1980,0.3550,0.7361,-0.0383,0.3802,7.1497,0.0000,3.0000
7.1996,144,5.1889,0.0000,3.0171,2.1397,0.2004,0.3551,0.7662,-0.0391,0.3798,7.1996,0.0000,3.0000
7.2497,145,5.1889,0.0000,3.0171,2.1397,0.2004,0.3551,0.7662,-0.0391,0.3798,7.2497,0.0000,3.0000
7.2997,146,5.2623,0.0000,3.0171,2.1659,0.2027,0.3548,0.7968,-0.0400,0.3788,7.2997,0.0000,3.0000
7.3495,147,5.2623,0.0000,3.0171,2.1927,0.2049,0.3539,0.7968,-0.0400,0.3788,7.3495,0.0000,3.0000
7.3997,148,5.3356,0.0000,3.0170,2.1927,0.2049,0.3539,0.8266,-0.0409,0.3792,7.3997,0.0000,3.0000
7.4497,149,5.4089,0.0000,3.0170,2.2206,0.2074,0.3526,0.8550,-0.0417,0.3807,7.4497,0.0000,3.0000
7.4997,150,5.4089,0.0000,3.0170,2.2206,0.2074,0.3526,0.8550,-0.0417,0.3807,7.4997,0.0000,3.0000
7.5497,151,5.4823,0.0000,3.0169,2.2503,0.2100,0.3512,0.8831,-0.0423,0.3822,7.5497,0.0000,3.0000
7.5997,152,5.5556,0.0000,3.0169,2.2804,0.2128,0.3505,0.9112,-0.0427,0.3834,7.5997,0.0000,3.0000
7.6498,153,5.5556,0.0000,3.0169,2.2804,0.2128,0.3505,0.9112,-0.0427,0.3834,7.6498,0.0000,3.0000
7.6997,154,5.6289,0.0000,3.0168,2.3097,0.2157,0.3513,0.9396,-0.0429,0.3842,7.6997,0.0000,3.0000
7.7496,155,5.7023,0.0000,3.0168,2.3382,0.2183,0.3523,0.9683,-0.0429,0.3851,7.7496,0.0000,3.0000
7.7997,156,5.7023,0.0000,3.0168,2.3382,0.2183,0.3523,0.9683,-0.0429,0.3851,7.7997,0.0000,3.0000
7.8497,157,5.7756,0.0000,3.0168,2.3664,0.2206,0.3533,0.9977,-0.0428,0.3857,7.8497,0.0000,3.0000
7.8997,158,5.7756,0.0000,3.0168,2.3664,0.2206,0.3533,0.9977,-0.0428,0.3857,7.8997,0.0000,3.0000
7.9497,159,5.8489,0.0000,3.0167,2.3949,0.2227,0.3541,1.0279,-0.0424,0.3862,7.9497,0.0000,3.0000
7.9996,160,5.8489,0.0000,3.0167,2.4239,0.2247,0.3545,1.0279,-0.0424,0.3862,7.9996,0.0000,3.0000
8.0497,161,5.9223,0.0000,3.0167,2.4239,0.2247,0.3545,1.0589,-0.0420,0.3858,8.0497,0.0000,3.0000
8.0998,162,5.9956,0.0000,3.0166,2.4535,0.2270,0.3550,1.0896,-0.0415,0.3844,8.0998,0.0000,3.0000
8.1498,163,5.9956,0.0000,3.0166,2.4535,0.2270,0.3550,1.0896,-0.0415,0.3844,8.1498,0.0000,3.0000
8.1997,164,6.0689,0.0000,3.0166,2.4840,0.2296,0.3557,1.1201,-0.0408,0.3823,8.1997,0.0000,3.0000
8.2496,165,6.1423,0.0000,3.0165,2.5155,0.2324,0.3572,1.1497,-0.0402,0.3810,8.2496,0.0000,3.0000
8.2997,166,6.1423,0.0000,3.0165,2.5155,0.2324,0.3572,1.1497,-0.0402,0.3810,8.2997,0.0000,3.0000
8.3498,167,6.2156,0.0000,3.0165,2.5471,0.2352,0.3585,1.1788,-0.0398,0.3803,8.3498,0.0000,3.0000
8.3996,168,6.2889,0.0000,3.0165,2.5782,0.2378,0.3593,1.2077,-0.0393,0.3798,8.3996,0.0000,3.0000
8.4497,169,6.2889,0.0000,3.0165,2.5782,0.2378,0.3593,1.2077,-0.0393,0.3798,8.4497,0.0000,3.0000
8.4998,170,6.3623,0.0000,3.0164,2.6084,0.2402,0.3610,1.2366,-0.0388,0.3796,8.4998,0.0000,3.0000
8.5497,171,6.3623,0.0000,3.0164,2.6084,0.2402,0.3610,1.2366,-0.0388,0.3796,8.5497,0.0000,3.0000
8.5997,172,6.4356,0.0000,3.0164,2.6379,0.2422,0.3629,1.2659,-0.0381,0.3795,8.5997,0.0000,3.0000
8.6497,173,6.5089,0.0000,3.0163,2.6671,0.2438,0.3644,1.2957,-0.0374,0.3796,8.6497,0.0000,3.0000
8.6997,174,6.5089,0.0000,3.0163,2.6671,0.2438,0.3644,1.2957,-0.0374,0.3796,8.6997,0.0000,3.0000
8.7497,175,6.5823,0.0000,3.0163,2.6963,0.2451,0.3655,1.3259,-0.0367,0.3793,8.7497,0.0000,3.0000
8.7997,176,6.5823,0.0000,3.0163,2.6963,0.2451,0.3655,1.3259,-0.0367,0.3793,8.7997,0.0000,3.0000
8.8498,177,6.6556,0.0000,3.0163,2.7261,0.2464,0.3664,1.3557,-0.0360,0.3792,8.8498,0.0000,3.0000
8.8996,178,6.7289,0.0000,3.0162,2.7568,0.2476,0.3674,1.3841,-0.0354,0.3804,8.8996,0.0000,3.0000
8.9497,179,6.7289,0.0000,3.0162,2.7568,0.2476,0.3674,1.3841,-0.0354,0.3804,8.9497,0.0000,3.0000
8.9997,180,6.8022,0.0000,3.0162,2.7884,0.2487,0.3684,1.4119,-0.0347,0.3815,8.9997,0.0000,3.0000
9.0497,181,6.8022,0.0000,3.0162,2.7884,0.2487,0.3684,1.4119,-0.0347,0.3815,9.0497,0.0000,3.0000
9.1009,182,6.8756,0.0000,3.0161,2.8192,0.2499,0.3703,1.4396,-0.0339,0.3824,9.1009,0.0000,3.0000
9.1497,183,6.9489,0.0000,3.0161,2.8487,0.2511,0.3733,1.4673,-0.0331,0.3831,9.1497,0.0000,3.0000
9.1997,184,6.9489,0.0000,3.0161,2.8487,0.2511,0.3733,1.4673,-0.0331,0.3831,9.1997,0.0000,3.0000
9.2497,185,7.0222,0.0000,3.0160,2.8776,0.2524,0.3764,1.4954,-0.0324,0.3836,9.2497,0.0000,3.0000
9.2996,186,7.0956,0.0000,3.0160,2.9063,0.2535,0.3793,1.5239,-0.0316,0.3840,9.2996,0.0000,3.0000
9.3498,187,7.0956,0.0000,3.0160,2.9063,0.2535,0.3793,1.5239,-0.0316,0.3840,9.3498,0.0000,3.0000
9.3997,188,7.1689,0.0000,3.0160,2.9351,0.2544,0.3817,1.5530,-0.0305,0.3846,9.3997,0.0000,3.0000
9.4496,189,7.2422,0.0000,3.0159,2.9643,0.2552,0.3834,1.5832,-0.0294,0.3849,9.4496,0.0000,3.0000
9.4997,190,7.2422,0.0000,3.0159,2.9643,0.2552,0.3834,1.5832,-0.0294,0.3849,9.4997,0.0000,3.0000
9.5497,191,7.3156,0.0000,3.0159,2.9941,0.2560,0.3844,1.6141,-0.0283,0.3840,9.5497,0.0000,3.0000
9.5997,192,7.3156,0.0000,3.0159,2.9941,0.2560,0.3844,1.6141,-0.0283,0.3840,9.5997,0.0000,3.0000
9.6498,193,7.3889,0.0000,3.0158,3.0247,0.2570,0.3850,1.6446,-0.0272,0.3812,9.6498,0.0000,3.0000
9.6997,194,7.4622,0.0000,3.0158,3.0557,0.2581,0.3848,1.6746,-0.0262,0.3786,9.6997,0.0000,3.0000
9.7497,195,7.4622,0.0000,3.0158,3.0557,0.2581,0.3848,1.6746,-0.0262,0.3786,9.7497,0.0000,3.0000
9.7997,196,7.5356,0.0000,3.0158,3.0866,0.2593,0.3835,1.7036,-0.0254,0.3770,9.7997,0.0000,3.0000
9.8495,197,7.5356,0.0000,3.0158,3.1172,0.2604,0.3817,1.7322,-0.0247,0.3759,9.8495,0.0000,3.0000
9.8997,198,7.6089,0.0000,3.0157,3.1172,0.2604,0.3817,1.7322,-0.0247,0.3759,9.8997,0.0000,3.0000
9.9497,199,7.6822,0.0000,3.0157,3.1468,0.2614,0.3810,1.7606,-0.0241,0.3750,9.9497,0.0000,3.0000
9.9997,200,7.6822,0.0000,3.0157,3.1468,0.2614,0.3810,1.7606,-0.0241,0.3750,9.9997,0.0000,3.0000
10.0497,201,7.7556,0.0000,3.0156,3.1759,0.2622,0.3806,1.7891,-0.0235,0.3743,10.0000,0.0497,3.0000
10.0996,202,7.8289,0.0002,3.0156,3.2049,0.2628,0.3801,1.8181,-0.0230,0.3738,10.0000,0.0996,3.0000
