t,state,dog_x,dog_y,drone_z,wp_idx,wp_total,vel_x,ang_z,dist_to_wp
191.703,GUIDING_DOG,4.942,4.679,19.002,5,6,0.332,-0.099,0.332
191.803,GUIDING_DOG,4.943,4.692,19.002,5,6,0.326,-0.105,0.326
191.903,GUIDING_DOG,4.943,4.704,19.002,5,6,0.314,-0.110,0.314
192.003,GUIDING_DOG,4.943,4.711,19.002,5,6,0.301,-0.116,0.301
192.103,SUCCESS,4.941,4.725,19.001,6,6,0.000,0.000,0.000
192.211,SUCCESS,4.939,4.732,19.001,6,6,0.000,0.000,0.000
192.312,SUCCESS,4.938,4.744,19.001,6,6,0.000,0.000,0.000
192.413,SUCCESS,4.938,4.750,19.001,6,6,0.000,0.000,0.000
192.630,SUCCESS,4.938,4.750,19.001,6,6,0.000,0.000,0.000
192.738,SUCCESS,4.935,4.772,19.001,6,6,0.000,0.000,0.000
192.863,SUCCESS,4.935,4.772,19.001,6,6,0.000,0.000,0.000
192.971,SUCCESS,4.934,4.776,19.001,6,6,0.000,0.000,0.000
193.093,SUCCESS,4.932,4.779,19.001,6,6,0.000,0.000,0.000
193.111,SUCCESS,4.925,4.787,19.001,6,6,0.000,0.000,0.000
193.206,SUCCESS,4.924,4.789,19.001,6,6,0.000,0.000,0.000
193.304,SUCCESS,4.922,4.791,19.001,6,6,0.000,0.000,0.000
193.417,SUCCESS,4.922,4.792,19.001,6,6,0.000,0.000,0.000
193.509,SUCCESS,4.920,4.794,19.001,6,6,0.000,0.000,0.000
193.606,SUCCESS,4.919,4.794,19.001,6,6,0.000,0.000,0.000
193.713,SUCCESS,4.917,4.795,19.001,6,6,0.000,0.000,0.000
193.807,SUCCESS,4.913,4.796,19.001,6,6,0.000,0.000,0.000
193.931,SUCCESS,4.911,4.797,19.001,6,6,0.000,0.000,0.000
194.021,SUCCESS,4.905,4.798,19.001,6,6,0.000,0.000,0.000
194.120,SUCCESS,4.903,4.799,19.001,6,6,0.000,0.000,0.000
194.231,SUCCESS,4.898,4.800,19.001,6,6,0.000,0.000,0.000
194.303,SUCCESS,4.895,4.800,19.001,6,6,0.000,0.000,0.000
194.414,SUCCESS,4.891,4.800,19.001,6,6,0.000,0.000,0.000
194.504,SUCCESS,4.887,4.800,19.001,6,6,0.000,0.000,0.000
194.605,SUCCESS,4.885,4.800,19.001,6,6,0.000,0.000,0.000
194.704,SUCCESS,4.883,4.800,19.001,6,6,0.000,0.000,0.000
194.807,SUCCESS,4.878,4.801,19.001,6,6,0.000,0.000,0.000
194.959,SUCCESS,4.872,4.803,19.001,6,6,0.000,0.000,0.000
195.006,SUCCESS,4.869,4.804,19.001,6,6,0.000,0.000,0.000
195.108,SUCCESS,4.865,4.805,19.001,6,6,0.000,0.000,0.000
195.204,SUCCESS,4.863,4.806,19.001,6,6,0.000,0.000,0.000
195.308,SUCCESS,4.859,4.807,19.001,6,6,0.000,0.000,0.000
195.406,SUCCESS,4.858,4.807,19.001,6,6,0.000,0.000,0.000
195.504,SUCCESS,4.856,4.807,19.001,6,6,0.000,0.000,0.000
195.604,SUCCESS,4.855,4.807,19.001,6,6,0.000,0.000,0.000
195.705,SUCCESS,4.854,4.808,19.001,6,6,0.000,0.000,0.000
195.805,SUCCESS,4.853,4.808,19.001,6,6,0.000,0.000,0.000
195.907,SUCCESS,4.852,4.807,19.001,6,6,0.000,0.000,0.000
196.008,SUCCESS,4.851,4.807,19.001,6,6,0.000,0.000,0.000
196.104,SUCCESS,4.850,4.807,19.001,6,6,0.000,0.000,0.000
196.204,SUCCESS,4.849,4.808,19.001,6,6,0.000,0.000,0.000
196.305,SUCCESS,4.848,4.808,19.001,6,6,0.000,0.000,0.000
196.403,SUCCESS,4.848,4.808,19.001,6,6,0.000,0.000,0.000
196.505,SUCCESS,4.847,4.807,19.001,6,6,0.000,0.000,0.000
196.606,SUCCESS,4.847,4.807,19.001,6,6,0.000,0.000,0.000
196.705,SUCCESS,4.847,4.807,19.001,6,6,0.000,0.000,0.000
196.804,SUCCESS,4.847,4.807,19.001,6,6,0.000,0.000,0.000
196.905,SUCCESS,4.847,4.807,19.001,6,6,0.000,0.000,0.000
197.004,SUCCESS,4.847,4.808,19.001,6,6,0.000,0.000,0.000
197.104,SUCCESS,4.846,4.808,19.001,6,6,0.000,0.000,0.000
197.204,SUCCESS,4.846,4.809,19.001,6,6,0.000,0.000,0.000
197.303,SUCCESS,4.846,4.809,19.001,6,6,0.000,0.000,0.000
197.406,SUCCESS,4.845,4.810,19.001,6,6,0.000,0.000,0.000
197.505,SUCCESS,4.845,4.810,19.001,6,6,0.000,0.000,0.000
197.604,SUCCESS,4.845,4.810,19.001,6,6,0.000,0.000,0.000
197.704,SUCCESS,4.843,4.809,19.001,6,6,0.000,0.000,0.000
197.805,SUCCESS,4.843,4.809,19.001,6,6,0.000,0.000,0.000
197.903,SUCCESS,4.841,4.809,19.001,6,6,0.000,0.000,0.000
198.004,SUCCESS,4.840,4.809,19.001,6,6,0.000,0.000,0.000
198.104,SUCCESS,4.838,4.809,19.001,6,6,0.000,0.000,0.000
198.205,SUCCESS,4.837,4.809,19.001,6,6,0.000,0.000,0.000
198.305,SUCCESS,4.836,4.808,19.001,6,6,0.000,0.000,0.000
198.404,SUCCESS,4.835,4.808,19.001,6,6,0.000,0.000,0.000
198.508,SUCCESS,4.834,4.808,19.001,6,6,0.000,0.000,0.000
198.604,SUCCESS,4.833,4.808,19.001,6,6,0.000,0.000,0.000
198.703,SUCCESS,4.831,4.808,19.001,6,6,0.000,0.000,0.000
198.805,SUCCESS,4.831,4.808,19.001,6,6,0.000,0.000,0.000
198.904,SUCCESS,4.829,4.808,19.001,6,6,0.000,0.000,0.000
199.004,SUCCESS,4.828,4.808,19.001,6,6,0.000,0.000,0.000
199.103,SUCCESS,4.827,4.808,19.001,6,6,0.000,0.000,0.000
199.203,SUCCESS,4.825,4.808,19.001,6,6,0.000,0.000,0.000
199.303,SUCCESS,4.824,4.808,19.001,6,6,0.000,0.000,0.000
199.403,SUCCESS,4.823,4.807,19.001,6,6,0.000,0.000,0.000
199.503,SUCCESS,4.820,4.807,19.001,6,6,0.000,0.000,0.000
199.603,SUCCESS,4.819,4.806,19.001,6,6,0.000,0.000,0.000
199.703,SUCCESS,4.818,4.806,19.001,6,6,0.000,0.000,0.000
199.803,SUCCESS,4.815,4.807,19.001,6,6,0.000,0.000,0.000
199.903,SUCCESS,4.812,4.808,19.001,6,6,0.000,0.000,0.000
200.003,SUCCESS,4.810,4.808,19.001,6,6,0.000,0.000,0.000
200.103,SUCCESS,4.805,4.808,19.001,6,6,0.000,0.000,0.000
200.204,SUCCESS,4.803,4.808,19.001,6,6,0.000,0.000,0.000
200.303,SUCCESS,4.803,4.808,19.001,6,6,0.000,0.000,0.000
200.403,SUCCESS,4.800,4.809,19.001,6,6,0.000,0.000,0.000
200.503,SUCCESS,4.794,4.809,19.001,6,6,0.000,0.000,0.000
200.605,SUCCESS,4.792,4.809,19.001,6,6,0.000,0.000,0.000
200.705,SUCCESS,4.788,4.810,19.001,6,6,0.000,0.000,0.000
200.803,SUCCESS,4.786,4.810,19.001,6,6,0.000,0.000,0.000
200.903,SUCCESS,4.783,4.810,19.001,6,6,0.000,0.000,0.000
201.003,SUCCESS,4.781,4.809,19.001,6,6,0.000,0.000,0.000
201.104,SUCCESS,4.779,4.808,19.001,6,6,0.000,0.000,0.000
201.203,SUCCESS,4.776,4.808,19.001,6,6,0.000,0.000,0.000
201.303,SUCCESS,4.775,4.808,19.001,6,6,0.000,0.000,0.000
201.404,SUCCESS,4.774,4.808,19.001,6,6,0.000,0.000,0.000
201.503,SUCCESS,4.773,4.808,19.001,6,6,0.000,0.000,0.000
201.603,SUCCESS,4.771,4.808,19.001,6,6,0.000,0.000,0.000
201.703,SUCCESS,4.771,4.808,19.001,6,6,0.000,0.000,0.000
201.803,SUCCESS,4.769,4.808,19.001,6,6,0.000,0.000,0.000
201.903,SUCCESS,4.767,4.808,19.001,6,6,0.000,0.000,0.000
202.004,SUCCESS,4.766,4.808,19.001,6,6,0.000,0.000,0.000
202.103,SUCCESS,4.765,4.808,19.001,6,6,0.000,0.000,0.000
202.203,SUCCESS,4.764,4.808,19.001,6,6,0.000,0.000,0.000
202.303,SUCCESS,4.762,4.808,19.001,6,6,0.000,0.000,0.000
202.403,SUCCESS,4.759,4.808,19.001,6,6,0.000,0.000,0.000
202.503,SUCCESS,4.758,4.808,19.001,6,6,0.000,0.000,0.000
202.603,SUCCESS,4.755,4.808,19.001,6,6,0.000,0.000,0.000
202.703,SUCCESS,4.752,4.807,19.001,6,6,0.000,0.000,0.000
202.803,SUCCESS,4.749,4.806,19.001,6,6,0.000,0.000,0.000
202.904,SUCCESS,4.747,4.805,19.001,6,6,0.000,0.000,0.000
203.003,SUCCESS,4.743,4.804,19.001,6,6,0.000,0.000,0.000
203.103,SUCCESS,4.740,4.803,19.001,6,6,0.000,0.000,0.000
203.203,SUCCESS,4.734,4.802,19.001,6,6,0.000,0.000,0.000
203.303,SUCCESS,4.728,4.802,19.001,6,6,0.000,0.000,0.000
203.403,SUCCESS,4.725,4.802,19.001,6,6,0.000,0.000,0.000
203.503,SUCCESS,4.717,4.803,19.001,6,6,0.000,0.000,0.000
203.603,SUCCESS,4.711,4.803,19.001,6,6,0.000,0.000,0.000
203.703,SUCCESS,4.709,4.803,19.001,6,6,0.000,0.000,0.000
203.803,SUCCESS,4.704,4.802,19.001,6,6,0.000,0.000,0.000
203.903,SUCCESS,4.701,4.802,19.001,6,6,0.000,0.000,0.000
204.003,SUCCESS,4.698,4.801,19.001,6,6,0.000,0.000,0.000
204.103,SUCCESS,4.697,4.800,19.001,6,6,0.000,0.000,0.000
204.203,SUCCESS,4.696,4.799,19.001,6,6,0.000,0.000,0.000
204.303,SUCCESS,4.694,4.798,19.001,6,6,0.000,0.000,0.000
204.403,SUCCESS,4.693,4.797,19.001,6,6,0.000,0.000,0.000
204.503,SUCCESS,4.691,4.795,19.001,6,6,0.000,0.000,0.000
204.603,SUCCESS,4.690,4.794,19.001,6,6,0.000,0.000,0.000
204.703,SUCCESS,4.689,4.793,19.001,6,6,0.000,0.000,0.000
204.803,SUCCESS,4.688,4.792,19.001,6,6,0.000,0.000,0.000
204.903,SUCCESS,4.687,4.791,19.001,6,6,0.000,0.000,0.000
205.003,SUCCESS,4.687,4.791,19.001,6,6,0.000,0.000,0.000
205.103,SUCCESS,4.686,4.791,19.001,6,6,0.000,0.000,0.000
205.203,SUCCESS,4.685,4.790,19.001,6,6,0.000,0.000,0.000
205.303,SUCCESS,4.684,4.790,19.001,6,6,0.000,0.000,0.000
205.403,SUCCESS,4.684,4.791,19.001,6,6,0.000,0.000,0.000
205.503,SUCCESS,4.683,4.791,19.001,6,6,0.000,0.000,0.000
205.603,SUCCESS,4.683,4.791,19.001,6,6,0.000,0.000,0.000
205.703,SUCCESS,4.682,4.791,19.001,6,6,0.000,0.000,0.000
205.803,SUCCESS,4.682,4.790,19.001,6,6,0.000,0.000,0.000
205.903,SUCCESS,4.682,4.790,19.001,6,6,0.000,0.000,0.000
206.003,SUCCESS,4.681,4.789,19.001,6,6,0.000,0.000,0.000
206.103,SUCCESS,4.681,4.788,19.001,6,6,0.000,0.000,0.000
206.203,SUCCESS,4.681,4.788,19.001,6,6,0.000,0.000,0.000
206.303,SUCCESS,4.680,4.787,19.001,6,6,0.000,0.000,0.000
206.403,SUCCESS,4.680,4.787,19.001,6,6,0.000,0.000,0.000
206.503,SUCCESS,4.680,4.787,19.001,6,6,0.000,0.000,0.000
206.603,SUCCESS,4.679,4.786,19.001,6,6,0.000,0.000,0.000
206.703,SUCCESS,4.677,4.785,19.001,6,6,0.000,0.000,0.000
206.803,SUCCESS,4.677,4.785,19.001,6,6,0.000,0.000,0.000
206.903,SUCCESS,4.675,4.784,19.001,6,6,0.000,0.000,0.000
207.003,SUCCESS,4.673,4.783,19.001,6,6,0.000,0.000,0.000
207.103,SUCCESS,4.672,4.783,19.001,6,6,0.000,0.000,0.000
207.203,SUCCESS,4.671,4.782,19.001,6,6,0.000,0.000,0.000
207.303,SUCCESS,4.668,4.781,19.001,6,6,0.000,0.000,0.000
207.403,SUCCESS,4.666,4.780,19.001,6,6,0.000,0.000,0.000
207.503,SUCCESS,4.664,4.779,19.001,6,6,0.000,0.000,0.000
207.603,SUCCESS,4.662,4.777,19.001,6,6,0.000,0.000,0.000
207.703,SUCCESS,4.658,4.776,19.001,6,6,0.000,0.000,0.000
207.803,SUCCESS,4.655,4.775,19.001,6,6,0.000,0.000,0.000
207.903,SUCCESS,4.654,4.775,19.001,6,6,0.000,0.000,0.000
208.003,SUCCESS,4.650,4.773,19.001,6,6,0.000,0.000,0.000
208.103,SUCCESS,4.648,4.772,19.001,6,6,0.000,0.000,0.000
208.203,SUCCESS,4.644,4.770,19.001,6,6,0.000,0.000,0.000
208.303,SUCCESS,4.639,4.769,19.001,6,6,0.000,0.000,0.000
208.403,SUCCESS,4.633,4.768,19.001,6,6,0.000,0.000,0.000
208.503,SUCCESS,4.629,4.768,19.001,6,6,0.000,0.000,0.000
208.603,SUCCESS,4.622,4.768,19.001,6,6,0.000,0.000,0.000
208.703,SUCCESS,4.618,4.767,19.001,6,6,0.000,0.000,0.000
208.803,SUCCESS,4.612,4.767,19.001,6,6,0.000,0.000,0.000
208.903,SUCCESS,4.607,4.767,19.001,6,6,0.000,0.000,0.000
209.004,SUCCESS,4.603,4.767,19.001,6,6,0.000,0.000,0.000
209.103,SUCCESS,4.601,4.766,19.001,6,6,0.000,0.000,0.000
209.203,SUCCESS,4.598,4.764,19.001,6,6,0.000,0.000,0.000
209.303,SUCCESS,4.595,4.763,19.001,6,6,0.000,0.000,0.000
209.403,SUCCESS,4.594,4.762,19.001,6,6,0.000,0.000,0.000
209.503,SUCCESS,4.592,4.761,19.001,6,6,0.000,0.000,0.000
209.603,SUCCESS,4.591,4.760,19.001,6,6,0.000,0.000,0.000
209.703,SUCCESS,4.590,4.759,19.001,6,6,0.000,0.000,0.000
209.803,SUCCESS,4.589,4.758,19.001,6,6,0.000,0.000,0.000
209.903,SUCCESS,4.588,4.757,19.001,6,6,0.000,0.000,0.000
210.003,SUCCESS,4.586,4.756,19.001,6,6,0.000,0.000,0.000
210.103,SUCCESS,4.585,4.756,19.001,6,6,0.000,0.000,0.000
210.203,SUCCESS,4.582,4.755,19.001,6,6,0.000,0.000,0.000
210.303,SUCCESS,4.580,4.754,19.001,6,6,0.000,0.000,0.000
210.404,SUCCESS,4.576,4.754,19.001,6,6,0.000,0.000,0.000
210.503,SUCCESS,4.572,4.753,19.001,6,6,0.000,0.000,0.000
210.603,SUCCESS,4.566,4.753,19.001,6,6,0.000,0.000,0.000
210.703,SUCCESS,4.563,4.754,19.001,6,6,0.000,0.000,0.000
210.803,SUCCESS,4.557,4.753,19.001,6,6,0.000,0.000,0.000
210.904,SUCCESS,4.551,4.752,19.001,6,6,0.000,0.000,0.000
211.003,SUCCESS,4.548,4.751,19.001,6,6,0.000,0.000,0.000
211.103,SUCCESS,4.541,4.749,19.001,6,6,0.000,0.000,0.000
211.203,SUCCESS,4.532,4.747,19.001,6,6,0.000,0.000,0.000
211.303,SUCCESS,4.528,4.747,19.001,6,6,0.000,0.000,0.000
211.403,SUCCESS,4.518,4.746,19.001,6,6,0.000,0.000,0.000
211.503,SUCCESS,4.510,4.745,19.001,6,6,0.000,0.000,0.000
211.603,SUCCESS,4.506,4.745,19.001,6,6,0.000,0.000,0.000
211.703,SUCCESS,4.501,4.744,19.001,6,6,0.000,0.000,0.000
211.803,SUCCESS,4.498,4.744,19.001,6,6,0.000,0.000,0.000
211.903,SUCCESS,4.497,4.744,19.001,6,6,0.000,0.000,0.000
212.003,SUCCESS,4.495,4.744,19.001,6,6,0.000,0.000,0.000
212.103,SUCCESS,4.493,4.745,19.001,6,6,0.000,0.000,0.000
212.203,SUCCESS,4.493,4.745,19.001,6,6,0.000,0.000,0.000
212.303,SUCCESS,4.491,4.745,19.001,6,6,0.000,0.000,0.000
212.403,SUCCESS,4.490,4.745,19.001,6,6,0.000,0.000,0.000
212.503,SUCCESS,4.489,4.745,19.001,6,6,0.000,0.000,0.000
212.603,SUCCESS,4.487,4.745,19.001,6,6,0.000,0.000,0.000
212.703,SUCCESS,4.486,4.744,19.001,6,6,0.000,0.000,0.000
212.803,SUCCESS,4.486,4.744,19.001,6,6,0.000,0.000,0.000
212.903,SUCCESS,4.487,4.743,19.001,6,6,0.000,0.000,0.000
213.003,SUCCESS,4.487,4.743,19.001,6,6,0.000,0.000,0.000
213.103,SUCCESS,4.487,4.743,19.001,6,6,0.000,0.000,0.000
213.203,SUCCESS,4.487,4.742,19.001,6,6,0.000,0.000,0.000
213.303,SUCCESS,4.488,4.742,19.001,6,6,0.000,0.000,0.000
213.403,SUCCESS,4.488,4.741,19.001,6,6,0.000,0.000,0.000
213.503,SUCCESS,4.488,4.740,19.001,6,6,0.000,0.000,0.000
213.603,SUCCESS,4.488,4.739,19.001,6,6,0.000,0.000,0.000
213.703,SUCCESS,4.488,4.738,19.001,6,6,0.000,0.000,0.000
213.803,SUCCESS,4.488,4.736,19.001,6,6,0.000,0.000,0.000
213.903,SUCCESS,4.488,4.735,19.001,6,6,0.000,0.000,0.000
214.003,SUCCESS,4.488,4.734,19.001,6,6,0.000,0.000,0.000
214.103,SUCCESS,4.489,4.733,19.001,6,6,0.000,0.000,0.000
214.203,SUCCESS,4.490,4.731,19.001,6,6,0.000,0.000,0.000
214.303,SUCCESS,4.491,4.730,19.001,6,6,0.000,0.000,0.000
214.403,SUCCESS,4.492,4.729,19.001,6,6,0.000,0.000,0.000
214.503,SUCCESS,4.492,4.728,19.001,6,6,0.000,0.000,0.000
214.603,SUCCESS,4.493,4.727,19.001,6,6,0.000,0.000,0.000
214.703,SUCCESS,4.493,4.725,19.001,6,6,0.000,0.000,0.000
214.803,SUCCESS,4.494,4.723,19.001,6,6,0.000,0.000,0.000
214.903,SUCCESS,4.494,4.723,19.001,6,6,0.000,0.000,0.000
215.003,SUCCESS,4.495,4.720,19.001,6,6,0.000,0.000,0.000
215.103,SUCCESS,4.495,4.718,19.001,6,6,0.000,0.000,0.000
215.203,SUCCESS,4.495,4.717,19.001,6,6,0.000,0.000,0.000
215.303,SUCCESS,4.496,4.716,19.001,6,6,0.000,0.000,0.000
215.403,SUCCESS,4.498,4.714,19.001,6,6,0.000,0.000,0.000
215.503,SUCCESS,4.498,4.713,19.001,6,6,0.000,0.000,0.000
215.603,SUCCESS,4.499,4.711,19.001,6,6,0.000,0.000,0.000
215.704,SUCCESS,4.499,4.709,19.001,6,6,0.000,0.000,0.000
215.803,SUCCESS,4.499,4.708,19.001,6,6,0.000,0.000,0.000
215.903,SUCCESS,4.500,4.707,19.001,6,6,0.000,0.000,0.000
216.003,SUCCESS,4.502,4.706,19.001,6,6,0.000,0.000,0.000
216.103,SUCCESS,4.502,4.705,19.001,6,6,0.000,0.000,0.000
216.203,SUCCESS,4.503,4.704,19.001,6,6,0.000,0.000,0.000
216.303,SUCCESS,4.504,4.703,19.001,6,6,0.000,0.000,0.000
216.403,SUCCESS,4.504,4.703,19.001,6,6,0.000,0.000,0.000
216.503,SUCCESS,4.505,4.702,19.001,6,6,0.000,0.000,0.000
216.603,SUCCESS,4.506,4.702,19.001,6,6,0.000,0.000,0.000
216.703,SUCCESS,4.506,4.702,19.001,6,6,0.000,0.000,0.000
216.803,SUCCESS,4.507,4.703,19.001,6,6,0.000,0.000,0.000
216.903,SUCCESS,4.507,4.702,19.001,6,6,0.000,0.000,0.000
217.003,SUCCESS,4.508,4.702,19.001,6,6,0.000,0.000,0.000
217.103,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.203,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.303,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.403,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.503,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.605,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.703,SUCCESS,4.508,4.703,19.001,6,6,0.000,0.000,0.000
217.803,SUCCESS,4.507,4.703,19.001,6,6,0.000,0.000,0.000
217.903,SUCCESS,4.507,4.703,19.001,6,6,0.000,0.000,0.000
218.003,SUCCESS,4.507,4.703,19.001,6,6,0.000,0.000,0.000
218.103,SUCCESS,4.506,4.704,19.001,6,6,0.000,0.000,0.000
218.204,SUCCESS,4.505,4.704,19.001,6,6,0.000,0.000,0.000
218.303,SUCCESS,4.505,4.704,19.001,6,6,0.000,0.000,0.000
218.403,SUCCESS,4.505,4.704,19.001,6,6,0.000,0.000,0.000
218.503,SUCCESS,4.504,4.704,19.001,6,6,0.000,0.000,0.000
218.603,SUCCESS,4.504,4.705,19.001,6,6,0.000,0.000,0.000
218.703,SUCCESS,4.504,4.705,19.001,6,6,0.000,0.000,0.000
218.803,SUCCESS,4.505,4.705,19.001,6,6,0.000,0.000,0.000
218.903,SUCCESS,4.505,4.705,19.001,6,6,0.000,0.000,0.000
219.003,SUCCESS,4.505,4.705,19.001,6,6,0.000,0.000,0.000
219.103,SUCCESS,4.506,4.706,19.001,6,6,0.000,0.000,0.000
219.203,SUCCESS,4.506,4.706,19.001,6,6,0.000,0.000,0.000
219.303,SUCCESS,4.506,4.705,19.001,6,6,0.000,0.000,0.000
219.403,SUCCESS,4.506,4.705,19.001,6,6,0.000,0.000,0.000
219.503,SUCCESS,4.505,4.706,19.001,6,6,0.000,0.000,0.000
219.603,SUCCESS,4.505,4.706,19.001,6,6,0.000,0.000,0.000
219.703,SUCCESS,4.505,4.706,19.001,6,6,0.000,0.000,0.000
219.803,SUCCESS,4.505,4.706,19.001,6,6,0.000,0.000,0.000
219.903,SUCCESS,4.505,4.706,19.001,6,6,0.000,0.000,0.000
220.003,SUCCESS,4.505,4.707,19.001,6,6,0.000,0.000,0.000
220.103,SUCCESS,4.505,4.707,19.001,6,6,0.000,0.000,0.000
220.203,SUCCESS,4.505,4.707,19.001,6,6,0.000,0.000,0.000
220.303,SUCCESS,4.506,4.707,19.001,6,6,0.000,0.000,0.000
220.403,SUCCESS,4.506,4.708,19.001,6,6,0.000,0.000,0.000
220.503,SUCCESS,4.507,4.708,19.001,6,6,0.000,0.000,0.000
220.603,SUCCESS,4.507,4.708,19.001,6,6,0.000,0.000,0.000
220.703,SUCCESS,4.507,4.708,19.001,6,6,0.000,0.000,0.000
220.804,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
220.905,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.004,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.104,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.204,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.304,SUCCESS,4.506,4.709,19.001,6,6,0.000,0.000,0.000
221.406,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.504,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.604,SUCCESS,4.507,4.709,19.001,6,6,0.000,0.000,0.000
221.704,SUCCESS,4.507,4.710,19.001,6,6,0.000,0.000,0.000
221.804,SUCCESS,4.507,4.710,19.001,6,6,0.000,0.000,0.000
221.903,SUCCESS,4.507,4.710,19.001,6,6,0.000,0.000,0.000
222.003,SUCCESS,4.508,4.710,19.001,6,6,0.000,0.000,0.000
222.103,SUCCESS,4.508,4.710,19.001,6,6,0.000,0.000,0.000
222.203,SUCCESS,4.508,4.710,19.001,6,6,0.000,0.000,0.000
222.303,SUCCESS,4.508,4.710,19.001,6,6,0.000,0.000,0.000
222.403,SUCCESS,4.508,4.711,19.001,6,6,0.000,0.000,0.000
222.503,SUCCESS,4.508,4.711,19.001,6,6,0.000,0.000,0.000
222.604,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
222.703,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
222.803,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
222.903,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
223.003,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
223.103,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
223.203,SUCCESS,4.509,4.711,19.001,6,6,0.000,0.000,0.000
223.303,SUCCESS,4.509,4.712,19.001,6,6,0.000,0.000,0.000
223.403,SUCCESS,4.509,4.712,19.001,6,6,0.000,0.000,0.000
223.503,SUCCESS,4.509,4.712,19.001,6,6,0.000,0.000,0.000
223.603,SUCCESS,4.508,4.712,19.001,6,6,0.000,0.000,0.000
223.703,SUCCESS,4.508,4.712,19.001,6,6,0.000,0.000,0.000
223.803,SUCCESS,4.507,4.712,19.001,6,6,0.000,0.000,0.000
223.903,SUCCESS,4.506,4.713,19.001,6,6,0.000,0.000,0.000
224.003,SUCCESS,4.506,4.713,19.001,6,6,0.000,0.000,0.000
224.103,SUCCESS,4.506,4.713,19.001,6,6,0.000,0.000,0.000
224.203,SUCCESS,4.505,4.713,19.001,6,6,0.000,0.000,0.000
224.303,SUCCESS,4.505,4.713,19.001,6,6,0.000,0.000,0.000
224.403,SUCCESS,4.505,4.713,19.001,6,6,0.000,0.000,0.000
224.504,SUCCESS,4.504,4.713,19.001,6,6,0.000,0.000,0.000
224.603,SUCCESS,4.504,4.714,19.001,6,6,0.000,0.000,0.000
224.703,SUCCESS,4.503,4.714,19.001,6,6,0.000,0.000,0.000
224.803,SUCCESS,4.503,4.714,19.001,6,6,0.000,0.000,0.000
224.903,SUCCESS,4.503,4.714,19.001,6,6,0.000,0.000,0.000
225.003,SUCCESS,4.503,4.714,19.001,6,6,0.000,0.000,0.000
225.103,SUCCESS,4.503,4.714,19.001,6,6,0.000,0.000,0.000
225.203,SUCCESS,4.504,4.714,19.001,6,6,0.000,0.000,0.000
225.304,SUCCESS,4.504,4.714,19.001,6,6,0.000,0.000,0.000
225.403,SUCCESS,4.504,4.714,19.001,6,6,0.000,0.000,0.000
225.503,SUCCESS,4.504,4.714,19.001,6,6,0.000,0.000,0.000
225.603,SUCCESS,4.505,4.714,19.001,6,6,0.000,0.000,0.000
225.703,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
225.803,SUCCESS,4.506,4.714,19.001,6,6,0.000,0.000,0.000
225.903,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.003,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.103,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.203,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.303,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.403,SUCCESS,4.508,4.714,19.001,6,6,0.000,0.000,0.000
226.503,SUCCESS,4.508,4.714,19.001,6,6,0.000,0.000,0.000
226.603,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.703,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
226.803,SUCCESS,4.507,4.715,19.001,6,6,0.000,0.000,0.000
226.903,SUCCESS,4.507,4.715,19.001,6,6,0.000,0.000,0.000
227.003,SUCCESS,4.507,4.714,19.001,6,6,0.000,0.000,0.000
227.103,SUCCESS,4.508,4.714,19.001,6,6,0.000,0.000,0.000
227.204,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
227.303,SUCCESS,4.509,4.715,19.001,6,6,0.000,0.000,0.000
227.404,SUCCESS,4.509,4.714,19.001,6,6,0.000,0.000,0.000
