t,state,dog_x,dog_y,drone_z,wp_idx,wp_total,vel_x,ang_z,dist_to_wp
564.603,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
564.704,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
564.803,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
564.903,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
565.003,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
565.104,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
565.203,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.303,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.403,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.503,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.603,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.703,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
565.803,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
565.903,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
566.003,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
566.103,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
566.203,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
566.303,SUCCESS,4.501,4.718,19.001,6,6,0.000,0.000,0.000
566.403,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
566.503,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
566.603,SUCCESS,4.502,4.717,19.001,6,6,0.000,0.000,0.000
566.703,SUCCESS,4.502,4.717,19.001,6,6,0.000,0.000,0.000
566.803,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
566.903,SUCCESS,4.501,4.718,19.001,6,6,0.000,0.000,0.000
567.003,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
567.103,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
567.204,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.303,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.403,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.503,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.603,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.703,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.803,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
567.903,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.003,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.103,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.203,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.303,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.403,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.503,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
568.604,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
568.703,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
568.803,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
568.903,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
569.003,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.103,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.203,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.303,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.403,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.503,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.603,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.703,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.803,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
569.903,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.003,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.103,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.203,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.303,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.403,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.503,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.603,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.703,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
570.803,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
570.903,SUCCESS,4.498,4.722,19.001,6,6,0.000,0.000,0.000
571.003,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.103,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.203,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.303,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.404,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.503,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.603,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.703,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.803,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
571.903,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
572.003,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
572.103,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
572.203,SUCCESS,4.498,4.723,19.001,6,6,0.000,0.000,0.000
572.303,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
572.403,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
572.503,SUCCESS,4.499,4.721,19.001,6,6,0.000,0.000,0.000
572.603,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
572.703,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
572.803,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
572.903,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
573.003,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
573.103,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
573.203,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
573.303,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
573.403,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
573.503,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
573.603,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
573.703,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
573.803,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
573.903,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
574.003,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
574.103,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
574.205,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
574.303,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
574.403,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
574.503,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
574.603,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
574.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
574.804,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
574.903,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.003,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.103,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.203,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.303,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.403,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.503,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.603,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
575.703,SUCCESS,4.502,4.717,19.001,6,6,0.000,0.000,0.000
575.803,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
575.903,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.003,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.103,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
576.203,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.303,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.403,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.603,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.704,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
576.803,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
576.903,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
577.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
577.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
577.203,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
577.303,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
577.403,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
577.503,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
577.603,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
577.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
577.803,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
577.903,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
578.003,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
578.103,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
578.203,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
578.303,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
578.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
578.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
578.603,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
578.704,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
578.803,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
578.903,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
579.003,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
579.103,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
579.203,SUCCESS,4.504,4.717,19.001,6,6,0.000,0.000,0.000
579.303,SUCCESS,4.504,4.718,19.001,6,6,0.000,0.000,0.000
579.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
579.503,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
579.604,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
579.703,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
579.803,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
579.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
580.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
580.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
580.203,SUCCESS,4.503,4.719,19.001,6,6,0.000,0.000,0.000
580.303,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
580.403,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
580.503,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
580.603,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
580.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
580.803,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
580.903,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.003,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.103,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.203,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.303,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
581.403,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
581.503,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
581.603,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
581.703,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.804,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
581.903,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
582.003,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
582.103,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
582.203,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
582.303,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
582.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
582.503,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
582.603,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
582.703,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
582.803,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
582.903,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
583.003,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
583.103,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
583.203,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
583.303,SUCCESS,4.505,4.716,19.001,6,6,0.000,0.000,0.000
583.403,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
583.503,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
583.603,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
583.703,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
583.803,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
583.903,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
584.003,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
584.103,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
584.203,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
584.303,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
584.405,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
584.503,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
584.603,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
584.703,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
584.803,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
584.903,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.004,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.103,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.203,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.303,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.403,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.503,SUCCESS,4.505,4.715,19.001,6,6,0.000,0.000,0.000
585.603,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
585.703,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
585.803,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
585.903,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
586.003,SUCCESS,4.504,4.715,19.001,6,6,0.000,0.000,0.000
586.103,SUCCESS,4.504,4.716,19.001,6,6,0.000,0.000,0.000
586.204,SUCCESS,4.503,4.716,19.001,6,6,0.000,0.000,0.000
586.303,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
586.403,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
586.503,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
586.603,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
586.703,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
586.803,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
586.903,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
587.003,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
587.103,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.203,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.303,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.403,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.503,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.603,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.703,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
587.803,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
587.903,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
588.003,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
588.103,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
588.203,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
588.303,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
588.403,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
588.503,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
588.603,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
588.703,SUCCESS,4.500,4.723,19.001,6,6,0.000,0.000,0.000
588.803,SUCCESS,4.500,4.723,19.001,6,6,0.000,0.000,0.000
588.903,SUCCESS,4.500,4.723,19.001,6,6,0.000,0.000,0.000
589.003,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
589.103,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
589.203,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
589.303,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
589.403,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
589.503,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
589.603,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
589.703,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
589.803,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
589.903,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
590.003,SUCCESS,4.501,4.721,19.001,6,6,0.000,0.000,0.000
590.103,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
590.203,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
590.303,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
590.403,SUCCESS,4.502,4.720,19.001,6,6,0.000,0.000,0.000
590.503,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
590.603,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
590.703,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
590.803,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
590.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.203,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.303,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.403,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.504,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.603,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.703,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.803,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
591.903,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
592.003,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
592.103,SUCCESS,4.503,4.718,19.001,6,6,0.000,0.000,0.000
592.203,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.303,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.403,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.603,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.703,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.803,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
592.903,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.003,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.103,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.203,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.303,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.403,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.503,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.603,SUCCESS,4.503,4.717,19.001,6,6,0.000,0.000,0.000
593.703,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
593.803,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
593.903,SUCCESS,4.502,4.718,19.001,6,6,0.000,0.000,0.000
594.003,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
594.103,SUCCESS,4.502,4.719,19.001,6,6,0.000,0.000,0.000
594.203,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
594.303,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
594.403,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
594.505,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
594.603,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
594.703,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
594.803,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
594.903,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
595.003,SUCCESS,4.501,4.719,19.001,6,6,0.000,0.000,0.000
595.103,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
595.203,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
595.303,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
595.404,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
595.503,SUCCESS,4.500,4.720,19.001,6,6,0.000,0.000,0.000
595.604,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
595.703,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
595.803,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
595.903,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
596.003,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
596.103,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
596.203,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
596.303,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
596.403,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
596.503,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
596.603,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
596.703,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
596.803,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
596.903,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
597.003,SUCCESS,4.499,4.724,19.001,6,6,0.000,0.000,0.000
597.103,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.203,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.303,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.403,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.503,SUCCESS,4.498,4.725,19.001,6,6,0.000,0.000,0.000
597.603,SUCCESS,4.498,4.725,19.001,6,6,0.000,0.000,0.000
597.703,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.803,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
597.903,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.003,SUCCESS,4.498,4.725,19.001,6,6,0.000,0.000,0.000
598.103,SUCCESS,4.498,4.725,19.001,6,6,0.000,0.000,0.000
598.203,SUCCESS,4.498,4.725,19.001,6,6,0.000,0.000,0.000
598.303,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.403,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.503,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.603,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.703,SUCCESS,4.498,4.724,19.001,6,6,0.000,0.000,0.000
598.803,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
598.903,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.003,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.103,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.203,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.303,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.404,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.503,SUCCESS,4.499,4.723,19.001,6,6,0.000,0.000,0.000
599.603,SUCCESS,4.499,4.722,19.001,6,6,0.000,0.000,0.000
599.703,SUCCESS,4.500,4.722,19.001,6,6,0.000,0.000,0.000
599.803,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
599.903,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
600.003,SUCCESS,4.500,4.721,19.001,6,6,0.000,0.000,0.000
600.103,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
600.203,SUCCESS,4.501,4.720,19.001,6,6,0.000,0.000,0.000
